locationId,latitude,longitude,fieldvisitId,activityYear,taxon,SumOfcount,length_mm,SumOfdeltCount,indexClass
13203760,43.56572358,-116.1320577,BREck2014,2014,Salmo trutta,1,175,0,Main_Eckert
13203760,43.56572358,-116.1320577,BREck2014,2014,Salmo trutta,1,180,0,Main_Eckert
13203760,43.56572358,-116.1320577,BREck2014,2014,Salmo trutta,1,184,0,Main_Eckert
13203760,43.56572358,-116.1320577,BREck2014,2014,Salmo trutta,2,185,0,Main_Eckert
13203760,43.56572358,-116.1320577,BREck2014,2014,Salmo trutta,1,260,1,Main_Eckert
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Catostomus columbianus,6,0,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Catostomus macrocheilus,28,0,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Cottus confusus,8,0,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Cottus confusus,1,85,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Cottus confusus,1,90,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Cottus confusus,1,100,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Cottus hubbsi,9,0,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Cottus hubbsi,1,45,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Cottus hubbsi,1,75,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Cottus hubbsi,1,80,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Cottus hubbsi,1,85,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Cottus hubbsi,1,110,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Oncorhynchus mykiss,1,95,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Oncorhynchus mykiss,2,105,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Oncorhynchus mykiss,1,205,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Oncorhynchus mykiss,1,220,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Oncorhynchus mykiss,1,225,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Oncorhynchus mykiss,1,230,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Oncorhynchus mykiss,1,240,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Oncorhynchus mykiss,1,250,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Oncorhynchus mykiss,1,260,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Oncorhynchus mykiss,1,305,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Perca flavescens,1,155,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Prosopium williamsoni,4,130,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Prosopium williamsoni,6,135,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Prosopium williamsoni,9,140,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Prosopium williamsoni,8,145,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Prosopium williamsoni,6,150,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Prosopium williamsoni,2,155,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Prosopium williamsoni,1,160,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Prosopium williamsoni,1,280,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Rhinichthys cataractae,27,0,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Rhinichthys cataractae,1,50,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Rhinichthys cataractae,1,55,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Rhinichthys cataractae,1,75,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Rhinichthys falcatus,1,85,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Rhinichthys osculus,1,70,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Rhinichthys osculus,1,75,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Rhinichthys osculus,1,85,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Richardsonius balteatus,1,0,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Salmo trutta,1,275,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Salmo trutta,1,290,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Salmo trutta,1,300,0,Main_VetGlen
13205642,43.63849957,-116.2473418,BRVetMem2017,2017,Salmo trutta,1,335,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus columbianus,1,570,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus columbianus x Catostomus macrocheilus,1,530,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,1,450,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,1,460,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,3,480,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,1,485,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,3,495,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,1,500,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,1,505,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,3,510,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,3,525,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,3,530,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,2,540,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,3,550,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,7,570,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,1,575,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,2,580,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,1,590,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,1,595,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,2,600,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,1,610,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Catostomus macrocheilus,1,620,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Cottus hubbsi,1,85,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,1,120,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,2,250,1,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,1,260,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,1,270,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,1,275,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,2,285,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,1,290,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,1,380,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,1,415,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,1,450,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,1,500,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss,1,580,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,1,235,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,2,260,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,1,275,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,1,285,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,2,290,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,1,320,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,1,325,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,1,330,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,1,340,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,1,500,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,2,510,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Oncorhynchus mykiss x Oncorhynchus clarki,1,520,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,121,0,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,2,150,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,1,155,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,1,160,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,1,165,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,3,170,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,4,175,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,6,180,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,5,190,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,1,270,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,1,310,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,1,315,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,2,320,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,1,330,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,2,340,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,2,345,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,2,350,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Prosopium williamsoni,2,410,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Ptychocheilus oregonensis,1,450,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Ptychocheilus oregonensis,1,490,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Ptychocheilus oregonensis,1,500,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Ptychocheilus oregonensis,1,510,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Ptychocheilus oregonensis,1,520,1,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Ptychocheilus oregonensis,1,525,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Ptychocheilus oregonensis,1,530,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Ptychocheilus oregonensis,1,560,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Rhinichthys cataractae,3,0,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Salmo trutta,1,240,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Salmo trutta,1,270,0,Main_VetGlen
13206000,43.66055556,-116.2791667,BRGlen2005,2005,Salmo trutta,1,390,0,Main_VetGlen
